label,sentence1
0,"see, e.g., r.j. griffin & co. v. beach club ii homeowners ass'n, 384 f.3d 157, 160-61 (4th cir. 2004) (""""in the context of arbitration, the doctrine [of equitable estoppel] applies when one party attempts 'to hold [another party] to the terms of [an] agreement' while simultaneously trying to avoid the agreement's arbitration clause."""""
0,the superior court reasoned that four justices in l.b.m. would have permitted the gal to represent the child in the tpr hearing when the child's best interests and legal interests did not conflict.
0,we reverse and remand for further proceedings not inconsistent with this opinion.
1,"to the extent they are to the contrary, wright v. state ex rel. patchin, 994 s.w.2d 100 (mo.app. 1999), and state ex rel. mather v. carnes, 551 s.w.2d 272 (mo.app. 1977), are overruled."
1,"based on our holding today, we disapprove the contrary holding in texas department of public safety v. levinson."
0,"silbernagel v. silbernagel , 2011 nd 140,  11, 800 n.w.2d 320. """"a party may not collaterally attack a final decision, that was not appealed, in subsequent proceedings."""""
0,"for h0031 ha claims, notwithstanding that """"tcc did not bill these claims to medicaid."""""
0,"in people v king, 384 mich 310, 312-313; 181 nw2d 916 (1970), the supreme court did not find it unduly suggestive when, after the witness made his identification, it was indicated to him that he had identified the individual whom the police suspected."
0,a subsequent search of the vehicle revealed the presence of an additional syringe that had been hidden inside a purse located on the passenger side of the vehicle.
1,##note: in re chavez was reversed not overruled.
1,"we hold that w.s. 35-10-205 does not grant counties the authority to enact more stringent regulations of the use, sale and possession of fireworks, and we overrule our decisions in haddenham ii and gueke to the extent those decisions hold to the contrary."
1,"inasmuch as the supreme court of the united states has directly held that a geographical term which was descriptive of the place where the articles were manufactured was not registrable even though it had acquired a secondary meaning, we must follow our decision in the overhead door case, supra, which is in harmony with the views of the supreme court, and in so far as the opinion in the case of in re plymouth motor corporation, supra, expresses a contrary view, it must be considered as overruled."
1,"edwards v. firemen's retirement system of st. louis, mo.app., 410 s.w.2d 560; mitchell v. city of springfield, mo. app., 410 s.w.2d 585; and heusmann v. priest, mo.app., 366 s.w.2d 42, are disapproved insofar as they hold that in this situation a reviewing court may not weigh the evidence and make its own findings of fact."
0,"affirmed in part and remanded  schellhas, judge ramsey county district courtfile no. 62-cr-16-7992 lori swanson, attorney general, st. paul, minnesota; and john j. choi, ramsey county attorney, peter r. marker, assistant county attorney, st. paul, minnesota (for respondent) cathryn middlebrook, chief appellate public defender, steven p. russett, assistant public defender, st. paul, minnesota (for appellant) considered and decided by ross, presiding judge; schellhas, judge; and kirk, judge."
1,the court's decision today overrules a fundamental holding in conkle.
0,"at the january 29, 2014 wcj coholan hearing, claimant identified """"records from [university of pittsburgh medical center (]upmc[)] in june and july of 2012."""" r.r. at 144a."
0,"{ 19} in support of his argument, runions cites the ohio supreme court case of fabe. fabe, however, was a declaratory judgment seeking an interpretation of r.c. 3905.01(b) and 3905.04."
1,"to the extent it is contrary to this opinion, george pepperdine foundation v. pepperdine, 126 cal.app.2d 154 [ 271 p.2d 600], is disapproved."
0,"this court has previously considered and rejected this exact claim in hall v. state, 820 so.2d 113 (ala.crim.app.1999), stating: use of the word you, without more, in relationship to a jury charge on mitigating evidence does not imply that the finding of a mitigating circumstance must be unanimous."
0,"state v. reyes, 744 n.w.2d 95, 101 (iowa 2008) (quoting united states v. lovasco, 431 u.s. 783, 790 (1977))."
0,"(jeske v. maxim healthcare servs., inc. (e.d. cal. 2012) 2012 u.s. dist. lexis 2963, at p. 37 [plaintiff """"need not have suffered all paga violations for which she seeks to pursue civil penalties.""""];"
1,"insofar as they would prevent a trial judge from acting in an appealed case on any matter not reviewable under the appeal and granting any proper relief (including forma pauperis authority if entitlement is established), creel v. creel and kliebert v. kliebert are now overruled."
0,the same standard applies when a defendant fails to raise a timely objection under brady.
0,"the jury reasonably could have inferred that appellant purchased the rugs, obtained the department number and uline number from the receipt, returned the rugs, wrote the department number and uline number from the original rugs on inferior rugs that did not belong to the chain store, and then presented the inferior rugs and a receipt that did not pertain to those two rugs to the second store, seeking a refund."
